11:23:24:225 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:239 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:246 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:247 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:248 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:249 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:250 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:250 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:250 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
11:23:24:255 -> A4=0.00, PA3=16.00, PA2=0.00, PA1=0.00, PA0=0.00
